source_id,system,audio_path,inference_seed,prompt_id,prompt_duration_sec,reference_text_id,cap_tokens,top_k,top_p,min_speech_text_ratio,checkpoint,lora_adapter,run_id,audio_sha256
S007,Full-SD,human_eval/audio/S007/Full-SD/seed0.wav,0,P07,4.45,T007,3692,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S007,6d64f60a374e8fa257d0071e37814a1e8209813770f73f318bcd95abe042bc63
S007,Random-Local,human_eval/audio/S007/Random-Local/seed0.wav,0,P07,4.45,T007,3692,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S007,a95af9df4052f4e481c6d200b08ca466c32ad17f0a24facd72eb8958cb94c960
S007,Tail-30,human_eval/audio/S007/Tail-30/seed0.wav,0,P07,4.45,T007,3692,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S007,f50fda5320f5ba5083cd4ff595b16f4aa4ebdd3855a3e3e200fe97194ef03a9b
S007,Tail-SD,human_eval/audio/S007/Tail-SD/seed0.wav,0,P07,4.45,T007,3692,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S007,817948a61cf036a2a2a6d5053a764aaf277497662503d827b185d154100a3a53
S008,Base,human_eval/audio/S008/Base/seed0.wav,0,P08,8.61,T008,3685,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S008,f4a2809e9cbe1dafa0452efc0f80f4725f9d7660d643763c4987f111edc421ed
S008,Full-SD,human_eval/audio/S008/Full-SD/seed0.wav,0,P08,8.61,T008,3685,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S008,3dde6130a40ec2a42a846530c12fb0cc01e30b2ef4ee10a70adec5ee306dbd00
S008,Random-Local,human_eval/audio/S008/Random-Local/seed0.wav,0,P08,8.61,T008,3685,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S008,07adccfd17e40e6d67bb25a8b9fbbafb315cb24129079894eafab4beaa2a9f72
S008,Tail-30,human_eval/audio/S008/Tail-30/seed0.wav,0,P08,8.61,T008,3685,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S008,d818971a28e273489f83f5e8641b236f78f311392d18eafb8734011144baf3f2
S008,Tail-SD,human_eval/audio/S008/Tail-SD/seed0.wav,0,P08,8.61,T008,3685,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S008,d466700da9eec046548af3cc6b3189e05db2fb0e86d92bb0c604eb2d04616c4c
S009,Base,human_eval/audio/S009/Base/seed0.wav,0,P09,9.3,T009,3685,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S009,495a21173955bae8de643aa0833735a928e86341a7af9ce03feeab6002858615
S009,Full-SD,human_eval/audio/S009/Full-SD/seed0.wav,0,P09,9.3,T009,3685,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S009,4b11f950927e1a05910b0fc658dcace24af14c31c3848461b909ce2d57aa3fc5
S009,Random-Local,human_eval/audio/S009/Random-Local/seed0.wav,0,P09,9.3,T009,3685,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S009,0aca8e6012f2f23b9bf95a97af8a00fe18df0f8406adf6a433f4b12df0bfb546
S009,Tail-30,human_eval/audio/S009/Tail-30/seed0.wav,0,P09,9.3,T009,3685,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S009,9b556143d049cc5246dc6469219f97e9c54119a0f584bc19fc516537acb85519
S009,Tail-SD,human_eval/audio/S009/Tail-SD/seed0.wav,0,P09,9.3,T009,3685,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S009,36abb7cf4e0e9ece8737861220b72d16f49f6c8ffda1eccc13d94f3632f9b7dd
S010,Base,human_eval/audio/S010/Base/seed0.wav,0,P10,8.64,T010,3696,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S010,e72b47e7484914cf45cc49ffcfb665dbc722d57421aeb074ea230810eed8b1dd
S010,Full-SD,human_eval/audio/S010/Full-SD/seed0.wav,0,P10,8.64,T010,3696,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S010,27e139e9502884e8fbf27175b4e8c107f21872323957b7456cc5da249b0f7c8b
S010,Random-Local,human_eval/audio/S010/Random-Local/seed0.wav,0,P10,8.64,T010,3696,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S010,f8757f2fdf681fc0e82da1d3924e3f2f0f10f9c7cd50ae1c1c6b245591d0c751
S010,Tail-30,human_eval/audio/S010/Tail-30/seed0.wav,0,P10,8.64,T010,3696,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S010,dd651eb867e977e7ac0d61218b9503eaa954c7d144a5674ab58d4c6aaefa25f5
S010,Tail-SD,human_eval/audio/S010/Tail-SD/seed0.wav,0,P10,8.64,T010,3696,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S010,039fbf8db28444f813e3c15193c011973d1744729b113f70d544970e6ae7e887
S011,Base,human_eval/audio/S011/Base/seed0.wav,0,P01,7.28,T011,3710,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S011,95d7d53683a87681395305540939509bcf9fb4befa0d49dee0312095822a2c6a
S011,Full-SD,human_eval/audio/S011/Full-SD/seed0.wav,0,P01,7.28,T011,3710,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S011,cfdad75e195fd961f73300715830774b42578074eeeabb5b3ada94d5d0121156
S011,Random-Local,human_eval/audio/S011/Random-Local/seed0.wav,0,P01,7.28,T011,3710,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S011,fdaba4e6a78a4a88156c6a18d60f73f78bd3ae1c9da8e44b44dc63f30538b392
S011,Tail-30,human_eval/audio/S011/Tail-30/seed0.wav,0,P01,7.28,T011,3710,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S011,07e01ca1f7ec9998b2d1f6d2a0943ea80685706419d936232be016e04e816047
S011,Tail-SD,human_eval/audio/S011/Tail-SD/seed0.wav,0,P01,7.28,T011,3710,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S011,e6157dc187daa74dc5d843b5dc7454db5c8be982419d32187e07e803af5992db
S012,Base,human_eval/audio/S012/Base/seed0.wav,0,P02,5.71,T012,3696,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S012,190574bd5b3ecc6cea446c61dd0fcbb3d98d82dd708ea7b6d08bbb1685cd9ca0
S012,Full-SD,human_eval/audio/S012/Full-SD/seed0.wav,0,P02,5.71,T012,3696,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S012,5812f5ca6d6415c9eedbcd6743fb84be959616c8e431418f0d747fdc674de5e2
S012,Random-Local,human_eval/audio/S012/Random-Local/seed0.wav,0,P02,5.71,T012,3696,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S012,ab5e2da581571ca530c659aa6c5b2b7c53bbc187a7691461834f0af9b647ea92
S012,Tail-30,human_eval/audio/S012/Tail-30/seed0.wav,0,P02,5.71,T012,3696,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S012,e6c2a02b9793b33bcbb101f5cf83551a93f0f85d9a9d7990abe141af0fb8e1b4
S012,Tail-SD,human_eval/audio/S012/Tail-SD/seed0.wav,0,P02,5.71,T012,3696,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S012,b2059e00bec0158e5b0f53ab8455e02f64d43486bd4f4a3fb7f4492a665b60ad
S013,Base,human_eval/audio/S013/Base/seed0.wav,0,P03,5.8,T013,3720,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S013,bfba119f0cb439ff5e5a6dd16898b61271cd16f865e7d8f82c8ab18d44c07956
S013,Full-SD,human_eval/audio/S013/Full-SD/seed0.wav,0,P03,5.8,T013,3720,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S013,28c0b6ea82bd449644469e3b87848cc1494ed5e467f0d9c562e9e87a7a5c9c7e
S013,Random-Local,human_eval/audio/S013/Random-Local/seed0.wav,0,P03,5.8,T013,3720,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S013,71dd7f4d3d4d65791882e456abe2699e0ec7919db18a72f53affbdb9eea66d49
S013,Tail-30,human_eval/audio/S013/Tail-30/seed0.wav,0,P03,5.8,T013,3720,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S013,3937ec956221a64443ce673dd4ffda92a30fa628dbc6fac3e4c879052ae9c86f
S013,Tail-SD,human_eval/audio/S013/Tail-SD/seed0.wav,0,P03,5.8,T013,3720,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S013,b11d71965aa7c1dd77cb5cb5217ae3a6332440a5c61ee527d6011f67dc21ba8b
S014,Base,human_eval/audio/S014/Base/seed0.wav,0,P04,4.28,T014,3721,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S014,54c6e1edc8c25c7b481e4084a2df9af956ee18f84de06e91636466625b57f063
S014,Full-SD,human_eval/audio/S014/Full-SD/seed0.wav,0,P04,4.28,T014,3721,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S014,a7d84bd295733c3119547d456b20a08a0aea945585b6be38186638e62278e24d
S014,Random-Local,human_eval/audio/S014/Random-Local/seed0.wav,0,P04,4.28,T014,3721,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S014,911ea3ec0b8984f960b045adc31e8a138695c1c48b37c81176b597850d5f7859
S014,Tail-30,human_eval/audio/S014/Tail-30/seed0.wav,0,P04,4.28,T014,3721,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S014,dd1a2d8d7bfeb59d6d32e1c840a18c1d57f0b528f2f4ab85ca6c247f1c136d36
S014,Tail-SD,human_eval/audio/S014/Tail-SD/seed0.wav,0,P04,4.28,T014,3721,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S014,3c8c60f417143e8dae2201661dacada315cb2d82a4e7d30c9bedb6a0c2e57f29
S015,Base,human_eval/audio/S015/Base/seed0.wav,0,P05,9.73,T015,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S015,ae107616727b47e7888b743c8056031d18491e11d2efa0589d19ec6336628a22
S015,Full-SD,human_eval/audio/S015/Full-SD/seed0.wav,0,P05,9.73,T015,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S015,e3bba1c564628453ce588d3305e587b577c1505547c565417538c7676ad4640c
S015,Random-Local,human_eval/audio/S015/Random-Local/seed0.wav,0,P05,9.73,T015,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S015,5a116c7aeb621ab368625d2c76971533f9f9b5e1ed6206d23609b8b977e29b09
S015,Tail-30,human_eval/audio/S015/Tail-30/seed0.wav,0,P05,9.73,T015,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S015,accb78fdcbadd96f98dcddba471a38f4fac58c3936487f4d56400be0e5c579c0
S015,Tail-SD,human_eval/audio/S015/Tail-SD/seed0.wav,0,P05,9.73,T015,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S015,1867f75a4cd99d667e03601d58e403c76f0ca4aa8adbee0aa97d839b34b8c70d
S016,Base,human_eval/audio/S016/Base/seed0.wav,0,P06,7.08,T016,3721,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S016,00ac80af5a46d670e4cd1891ac638ee859abbdd339b000ac51d2e1772c7709cd
S016,Full-SD,human_eval/audio/S016/Full-SD/seed0.wav,0,P06,7.08,T016,3721,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S016,12a2208a72ee36a013b12b591b7069f106715f7c1b4f0df19be4ae3ebb6f1d56
S016,Random-Local,human_eval/audio/S016/Random-Local/seed0.wav,0,P06,7.08,T016,3721,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S016,04edd90581b6d31f3c4430392b0490d12583baf7149872bfee50262c737aa876
S016,Tail-30,human_eval/audio/S016/Tail-30/seed0.wav,0,P06,7.08,T016,3721,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S016,dda42d1a37eda63291e8ff72b00ee365025dc68ed7425945e4477fdc273dc777
S016,Tail-SD,human_eval/audio/S016/Tail-SD/seed0.wav,0,P06,7.08,T016,3721,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S016,347f393c4ef31c1eeed7a0c8691905a2404fb5dd64664d5a41443a7a7446c297
S017,Base,human_eval/audio/S017/Base/seed0.wav,0,P07,4.37,T017,3721,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S017,4f966fbf260a9b0fea06e90cc344e977c1ad21a32dd812ff1edb29d0b229816e
S017,Full-SD,human_eval/audio/S017/Full-SD/seed0.wav,0,P07,4.37,T017,3721,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S017,2e91569f9b88ac567f2d277c9ed7fe1d375a06e50bcbee3e0eda0388b551e85e
S017,Random-Local,human_eval/audio/S017/Random-Local/seed0.wav,0,P07,4.37,T017,3721,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S017,43130896a1fd5746d0195bda4bc3026ad8a006115d7d1e758bead8fe6f9ce071
S017,Tail-30,human_eval/audio/S017/Tail-30/seed0.wav,0,P07,4.37,T017,3721,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S017,a2ee9cdc58d8d9ab55bc87eaba31c35e4f43064b95d42a4fee7bf494da68f007
S017,Tail-SD,human_eval/audio/S017/Tail-SD/seed0.wav,0,P07,4.37,T017,3721,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S017,47e5a84f8545c387e69938c872d6c09267efb6f4e23db6ced2b84b12fe076a3f
S018,Base,human_eval/audio/S018/Base/seed0.wav,0,P08,9.93,T018,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S018,5a8d2fab6dd5d23cf25c791f3d2064fde052eaffbcbc019df23fb02540211e62
S018,Full-SD,human_eval/audio/S018/Full-SD/seed0.wav,0,P08,9.93,T018,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S018,cab8c56c7b5239af55c50d828950b9acf2dd4ac3786b8676250ae37b328e9dc0
S018,Random-Local,human_eval/audio/S018/Random-Local/seed0.wav,0,P08,9.93,T018,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S018,7dbc8e769faccd7418ce61ff6ead0f62d0478263cb2cce4aee8a53fbfb499ed6
